1640,On Time ,NULL,"On Time has a wide variety of items in demand by travelers, including sunglasses, watches, mobile accessories, and more.",Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,310-337-6761,33.9408,-118.406876
1793,See's Candies,NULL,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",TBIT,Arrival Level,GIFT SHOPS AND NEWS STANDS,310-642-0486,33.94391924,-118.40870202
1648,See's Candies,NULL,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 338-0456,33.941812,-118.404367
1704,See's Candies,NULL,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",TBIT,North Concourse,GIFT SHOPS AND NEWS STANDS,(310) 417-4078,33.945509,-118.410835
1826,See's Candies,NULL,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.94214976,-118.40217537
1710,See's Candies,NULL,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 410-9733,33.940818,-118.406664
1713,Campanile,NULL,Campanile restaurant features upscale but reasonably priced food with a well stocked bar.,Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-3472,33.940695,-118.406552
1714,La Provence Patisserie and Cafe,NULL,"La Provence Patisserie and Cafe brings a taste of France to pastries, donuts, and desserts.",Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-3472,33.940695,-118.406552
1715,Real Food Daily,NULL,"Real Food Daily is a lifesaver to travelers who want to avoid sugary, fatty food, offering tofu, veggies and organic menu items.",Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-3472,33.94060154140892,-118.40651981349185
1716,8 oz. Burger Bar,NULL,"The 8 oz. Burger Bar offers grass fed burgers, sandwiches, and breakfast.",Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,(310) 646-3472,33.940516487812054,-118.40657834435853
1717,Coles,NULL,"Coles, the originators of the french dip, offer four versions and various sides to meet everyone's tastes.",Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,310-646-3472,33.940695,-118.406552
1612,Hudson News ,NULL,Hudson News features a wide array of last minute items for travelers.,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,310-670-0474,33.940558,-118.406908
1831,Starbucks Evenings,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-338-1591,33.94214715,-118.40208905
1892,Starbucks (Arrivals),NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 6,Arrival Level,FOOD AND BEVERAGE FACILITIES,310-307-7548,33.94277385116231,-118.40230078508546
1822,Starbucks,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 2,Arrival Level,FOOD AND BEVERAGE FACILITIES,(310) 646-4680,33.945443,-118.40349754
1733,Starbucks,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94265637,-118.41048085
1675,Starbucks,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 4,Arrival Level,FOOD AND BEVERAGE FACILITIES,310-646-3472,33.942284316976774,-118.4072253208368
1921,Starbucks ,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,310-307-7499,33.9466633227381,-118.4072977404802
1920,LA Life,NULL,Shop for a variety of grab & go foods and snacks at LA Life.,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,310-307-7499,33.94663773469007,-118.40746806075265
1721,Petrossian Caviar & Champagne Bar,NULL,Visit Petrossian Caviar and Champagne Bar for a full service restaurant and bar serving fine foods and spirits.,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,(310) 410-9098,33.94354305,-118.41055418
1698,iStore Boutique,NULL,iStore stocks a wide variety of apple electronics and accessories.,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,(310) 258-2406,33.94346089,-118.41055763
1684,ink.sack,NULL,Ink.sack serves up a long list of classic sandwiches as well as some eclectic options.,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94331034,-118.41055974
1685,Vino Volo,NULL,Vino Volo offers various small plates and wines. They also sell bottles to go.,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94321449,-118.41052878
1917,Book Soup,NULL,Search for a book or magazine at the Book Soup Bookstore.,TBIT,NULL,GIFT SHOPS AND NEWS STANDS,424-800-2262,NULL,NULL
1651,Book Soup,NULL,Search for a book or magazine at the Book Soup Bookstore.,Terminal 7,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 642-0971,33.942041,-118.399524
1737,Pinkberry,NULL,"An airport favorite, Pinkberry is a go-to place for frozen yogurt with all the toppings.",TBIT,South Concourse,FOOD AND BEVERAGE FACILITIES,(424) 227-7535,33.941011,-118.410207
1842,Pinkberry,NULL,"An airport favorite, Pinkberry is a go-to place for frozen yogurt with all the toppings.",TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94339875,-118.40869147
1853,XpresSpa,NULL,"XpresSpa offers the ultimate relaxation experience such as a facial, massage, manicure, pedicure, waxing and much more.",TBIT,Departure Level,"BUSINESS SERVICES, SPAS",310-410-1950,33.940403,-118.410234
